Pattern,MatchesList,Use,Matches,Clue,Answer,Quality,Difficulty,Reviewed
hooke_,"['hooker', 'hooked', 'hookey']",,hooker hooked hookey,,,,,FALSE
ir_nic,"['ironic', 'irenic', 'iranic']",,ironic irenic iranic,,,,,FALSE
cauda_,"['caudal', 'caudad']",,caudal caudad,,,,,FALSE
_ildly,"['wildly', 'mildly']",,wildly mildly,,,,,FALSE
hit_er,"['hither', 'hitter']",,hither hitter,,,,,FALSE
pa_lor,"['parlor', 'pallor']",,parlor pallor,,,,,FALSE
re_ale,"['resale', 'regale']",,resale regale,,,,,FALSE
res_le,"['resale', 'resile']",,resale resile,,,,,FALSE
_agged,"['ragged', 'jagged', 'hagged', 'magged']",,ragged jagged hagged magged,,,,,FALSE
_alate,"['palate', 'malate']",,palate malate,,,,,FALSE
pa_ate,"['palate', 'pacate']",,palate pacate,,,,,FALSE
_ansom,"['ransom', 'hansom']",,ransom hansom,,,,,FALSE
_asten,"['hasten', 'fasten']",,hasten fasten,,,,,FALSE
ha_ten,"['hasten', 'harten']",,hasten harten,,,,,FALSE
_hrift,"['thrift', 'shrift']",,thrift shrift,,,,,FALSE
thri_t,"['thrift', 'thrist']",,thrift thrist,,,,,FALSE
_entor,"['mentor', 'lentor']",,mentor lentor,,,,,FALSE
s_anty,"['scanty', 'shanty']",,scanty shanty,,,,,FALSE
_ickup,"['pickup', 'kickup', 'hickup']",,pickup kickup hickup,,,,,FALSE
_agina,"['vagina', 'pagina']",,vagina pagina,,,,,FALSE
scale_,"['scaled', 'scaler']",,scaled scaler,,,,,FALSE
_umbly,"['humbly', 'dumbly']",,humbly dumbly,,,,,FALSE
s_mner,"['sumner', 'somner']",,sumner somner,,,,,FALSE
u_hold,"['uphold', 'unhold']",,uphold unhold,,,,,FALSE
_odder,"['fodder', 'dodder', 'nodder', 'podder', 'codder']",,fodder dodder nodder podder codder,,,,,FALSE
f_dder,"['fodder', 'fudder']",,fodder fudder,,,,,FALSE
si_ner,"['sinner', 'signer']",,sinner signer,,,,,FALSE
sinne_,"['sinner', 'sinnet']",,sinner sinnet,,,,,FALSE
pri_er,"['primer', 'prizer', 'priser']",,primer prizer priser,,,,,FALSE
lumba_,"['lumbar', 'lumbal']",,lumbar lumbal,,,,,FALSE
r_nger,"['ranger', 'ringer']",,ranger ringer,,,,,FALSE
ran_er,"['ranger', 'ranker', 'ranter']",,ranger ranker ranter,,,,,FALSE
_isuse,"['misuse', 'disuse']",,misuse disuse,,,,,FALSE
o_ular,"['ocular', 'ovular']",,ocular ovular,,,,,FALSE
rectu_,"['rectum', 'rectus']",,rectum rectus,,,,,FALSE
t_ller,"['teller', 'tiller', 'toller']",,teller tiller toller,,,,,FALSE
telle_,"['teller', 'tellen']",,teller tellen,,,,,FALSE
m_sque,"['mosque', 'masque']",,mosque masque,,,,,FALSE
_rater,"['crater', 'prater', 'frater', 'grater']",,crater prater frater grater,,,,,FALSE
cra_er,"['crater', 'craver', 'craker', 'crayer', 'craber']",,crater craver craker crayer craber,,,,,FALSE
_yrant,"['tyrant', 'gyrant']",,tyrant gyrant,,,,,FALSE
k_ttle,"['kettle', 'kittle']",,kettle kittle,,,,,FALSE
ke_tle,"['kettle', 'kentle']",,kettle kentle,,,,,FALSE
_adium,"['radium', 'vadium']",,radium vadium,,,,,FALSE
st_cky,"['sticky', 'stocky']",,sticky stocky,,,,,FALSE
_aiter,"['waiter', 'baiter', 'gaiter']",,waiter baiter gaiter,,,,,FALSE
_laque,"['plaque', 'claque']",,plaque claque,,,,,FALSE
t_nner,"['tanner', 'tinner']",,tanner tinner,,,,,FALSE
tan_er,"['tanner', 'tanier']",,tanner tanier,,,,,FALSE
be_ray,"['betray', 'bewray']",,betray bewray,,,,,FALSE
betra_,"['betray', 'betrap']",,betray betrap,,,,,FALSE
_rouse,"['arouse', 'grouse', 'crouse', 'trouse']",,arouse grouse crouse trouse,,,,,FALSE
ango_a,"['angola', 'angora']",,angola angora,,,,,FALSE
fille_,"['filler', 'fillet']",,filler fillet,,,,,FALSE
stor_y,"['stormy', 'storey']",,stormy storey,,,,,FALSE
t_nsor,"['tensor', 'tonsor']",,tensor tonsor,,,,,FALSE
s_lute,"['salute', 'solute']",,salute solute,,,,,FALSE
sal_te,"['salute', 'salite']",,salute salite,,,,,FALSE
_overt,"['covert', 'povert']",,covert povert,,,,,FALSE
cove_t,"['covert', 'covent']",,covert covent,,,,,FALSE
halve_,"['halves', 'halved']",,halves halved,,,,,FALSE
mul_er,"['muller', 'mulier']",,muller mulier,,,,,FALSE
mull_r,"['muller', 'mullar']",,muller mullar,,,,,FALSE
mulle_,"['muller', 'mullen', 'mullet', 'mulley']",,muller mullen mullet mulley,,,,,FALSE
unwis_,"['unwise', 'unwist', 'unwish']",,unwise unwist unwish,,,,,FALSE
f_nnel,"['funnel', 'fennel', 'fannel']",,funnel fennel fannel,,,,,FALSE
qua_er,"['quaker', 'quaver']",,quaker quaver,,,,,FALSE
_iting,"['biting', 'miting', 'witing']",,biting miting witing,,,,,FALSE
b_ting,"['biting', 'bating']",,biting bating,,,,,FALSE
bi_ing,"['biting', 'biding']",,biting biding,,,,,FALSE
_uster,"['muster', 'luster', 'buster', 'ouster', 'duster', 'auster', 'suster']",,muster luster buster ouster duster auster suster,,,,,FALSE
mu_ter,"['muster', 'mutter']",,muster mutter,,,,,FALSE
muste_,"['muster', 'mustee']",,muster mustee,,,,,FALSE
s_reak,"['streak', 'screak']",,streak screak,,,,,FALSE
stre_k,"['streak', 'streek']",,streak streek,,,,,FALSE
_hrill,"['thrill', 'shrill']",,thrill shrill,,,,,FALSE
thr_ll,"['thrill', 'thrall']",,thrill thrall,,,,,FALSE
_ooked,"['hooked', 'booked']",,hooked booked,,,,,FALSE
hoo_ed,"['hooked', 'hooded', 'hoofed']",,hooked hooded hoofed,,,,,FALSE
_ingly,"['singly', 'kingly']",,singly kingly,,,,,FALSE
_izard,"['wizard', 'lizard', 'vizard']",,wizard lizard vizard,,,,,FALSE
wi_ard,"['wizard', 'wisard']",,wizard wisard,,,,,FALSE
he_der,"['header', 'herder']",,header herder,,,,,FALSE
s_ovel,"['shovel', 'scovel']",,shovel scovel,,,,,FALSE
shove_,"['shovel', 'shoven']",,shovel shoven,,,,,FALSE
_ulley,"['pulley', 'mulley']",,pulley mulley,,,,,FALSE
pu_ley,"['pulley', 'pusley']",,pulley pusley,,,,,FALSE
_lunge,"['plunge', 'blunge']",,plunge blunge,,,,,FALSE
pl_nge,"['plunge', 'plonge']",,plunge plonge,,,,,FALSE
_akery,"['bakery', 'rakery']",,bakery rakery,,,,,FALSE
ba_ery,"['bakery', 'babery']",,bakery babery,,,,,FALSE
phen_l,"['phenol', 'phenyl']",,phenol phenyl,,,,,FALSE
chequ_,"['cheque', 'chequy']",,cheque chequy,,,,,FALSE
_arvel,"['marvel', 'carvel', 'varvel', 'karvel']",,marvel carvel varvel karvel,,,,,FALSE
mar_el,"['marvel', 'martel']",,marvel martel,,,,,FALSE
marve_,"['marvel', 'marver']",,marvel marver,,,,,FALSE
clo_dy,"['cloudy', 'cloddy']",,cloudy cloddy,,,,,FALSE
a_cend,"['ascend', 'accend']",,ascend accend,,,,,FALSE
chrom_,"['chrome', 'chromo']",,chrome chromo,,,,,FALSE
bewa_e,"['beware', 'bewake']",,beware bewake,,,,,FALSE
_eptic,"['septic', 'peptic']",,septic peptic,,,,,FALSE
se_tic,"['septic', 'sextic']",,septic sextic,,,,,FALSE
scal_r,"['scalar', 'scaler']",,scalar scaler,,,,,FALSE
bes_ow,"['bestow', 'beshow', 'besnow']",,bestow beshow besnow,,,,,FALSE
qu_int,"['quaint', 'queint']",,quaint queint,,,,,FALSE
devou_,"['devout', 'devour']",,devout devour,,,,,FALSE
_osmos,"['cosmos', 'kosmos']",,cosmos kosmos,,,,,FALSE
tr_fle,"['trifle', 'trefle']",,trifle trefle,,,,,FALSE
_unker,"['bunker', 'junker', 'hunker', 'dunker', 'tunker']",,bunker junker hunker dunker tunker,,,,,FALSE
bu_ker,"['bunker', 'bucker', 'bulker']",,bunker bucker bulker,,,,,FALSE
bun_er,"['bunker', 'bunter', 'bunder']",,bunker bunter bunder,,,,,FALSE
r_dden,"['ridden', 'redden']",,ridden redden,,,,,FALSE
ridde_,"['ridden', 'ridder']",,ridden ridder,,,,,FALSE
disma_,"['dismal', 'dismay', 'disman']",,dismal dismay disman,,,,,FALSE
_aging,"['raging', 'paging']",,raging paging,,,,,FALSE
shr_wd,"['shrewd', 'shrowd']",,shrewd shrowd,,,,,FALSE
_ament,"['lament', 'pament', 'rament']",,lament pament rament,,,,,FALSE
l_ment,"['lament', 'loment']",,lament loment,,,,,FALSE
s_rene,"['serene', 'sirene', 'strene']",,serene sirene strene,,,,,FALSE
ser_ne,"['serene', 'serine']",,serene serine,,,,,FALSE
dis_ay,"['dismay', 'disray']",,dismay disray,,,,,FALSE
_isled,"['misled', 'aisled']",,misled aisled,,,,,FALSE
mi_led,"['misled', 'milled']",,misled milled,,,,,FALSE
misle_,"['misled', 'mislen']",,misled mislen,,,,,FALSE
_mbody,"['embody', 'imbody']",,embody imbody,,,,,FALSE
embo_y,"['embody', 'emboly']",,embody emboly,,,,,FALSE
atte_t,"['attest', 'attent']",,attest attent,,,,,FALSE
creek_,"['creeks', 'creeky']",,creeks creeky,,,,,FALSE
_nfect,"['infect', 'enfect']",,infect enfect,,,,,FALSE
infe_t,"['infect', 'infest', 'infelt']",,infect infest infelt,,,,,FALSE
_ilder,"['wilder', 'gilder']",,wilder gilder,,,,,FALSE
w_lder,"['wilder', 'welder']",,wilder welder,,,,,FALSE
wi_der,"['wilder', 'winder']",,wilder winder,,,,,FALSE
wil_er,"['wilder', 'willer']",,wilder willer,,,,,FALSE
wilde_,"['wilder', 'wilded']",,wilder wilded,,,,,FALSE
de_ict,"['depict', 'delict']",,depict delict,,,,,FALSE
drea_y,"['dreary', 'dreamy']",,dreary dreamy,,,,,FALSE
_arian,"['marian', 'parian']",,marian parian,,,,,FALSE
m_rian,"['marian', 'morian']",,marian morian,,,,,FALSE
ma_ian,"['marian', 'magian']",,marian magian,,,,,FALSE
sto_ey,"['storey', 'stokey']",,storey stokey,,,,,FALSE
_eceit,"['deceit', 'receit']",,deceit receit,,,,,FALSE
bl_nde,"['blonde', 'blende', 'blinde']",,blonde blende blinde,,,,,FALSE
woole_,"['woolen', 'wooled']",,woolen wooled,,,,,FALSE
_oyful,"['joyful', 'toyful', 'noyful']",,joyful toyful noyful,,,,,FALSE
clum_y,"['clumsy', 'clumpy']",,clumsy clumpy,,,,,FALSE
_ockey,"['hockey', 'jockey', 'bockey']",,hockey jockey bockey,,,,,FALSE
ho_key,"['hockey', 'hookey']",,hockey hookey,,,,,FALSE
s_nder,"['sender', 'sunder']",,sender sunder,,,,,FALSE
se_der,"['sender', 'seeder']",,sender seeder,,,,,FALSE
mas_ed,"['masked', 'masted']",,masked masted,,,,,FALSE
maske_,"['masked', 'masker']",,masked masker,,,,,FALSE
_owboy,"['cowboy', 'lowboy']",,cowboy lowboy,,,,,FALSE
_ilage,"['silage', 'milage', 'pilage']",,silage milage pilage,,,,,FALSE
si_age,"['silage', 'sipage']",,silage sipage,,,,,FALSE
_lossy,"['glossy', 'flossy']",,glossy flossy,,,,,FALSE
gl_ssy,"['glossy', 'glassy']",,glossy glassy,,,,,FALSE
gloss_,"['glossy', 'glossa']",,glossy glossa,,,,,FALSE
_oyous,"['joyous', 'noyous']",,joyous noyous,,,,,FALSE
_onnet,"['bonnet', 'sonnet']",,bonnet sonnet,,,,,FALSE
b_nnet,"['bonnet', 'bennet']",,bonnet bennet,,,,,FALSE
reve_t,"['revert', 'revest']",,revert revest,,,,,FALSE
rever_,"['revert', 'revere', 'reverb', 'revery', 'revers']",,revert revere reverb revery revers,,,,,FALSE
dr_dge,"['dredge', 'drudge', 'dradge']",,dredge drudge dradge,,,,,FALSE
_olute,"['solute', 'volute']",,solute volute,,,,,FALSE
_luish,"['bluish', 'gluish']",,bluish gluish,,,,,FALSE
_atery,"['watery', 'catery']",,watery catery,,,,,FALSE
p_rite,"['pyrite', 'perite', 'porite']",,pyrite perite porite,,,,,FALSE
_agger,"['dagger', 'jagger', 'tagger', 'sagger', 'lagger', 'gagger']",,dagger jagger tagger sagger lagger gagger,,,,,FALSE
d_gger,"['dagger', 'digger', 'dogger']",,dagger digger dogger,,,,,FALSE
dagge_,"['dagger', 'dagges']",,dagger dagges,,,,,FALSE
r_ddle,"['riddle', 'ruddle', 'raddle', 'reddle']",,riddle ruddle raddle reddle,,,,,FALSE
ri_dle,"['riddle', 'rindle']",,riddle rindle,,,,,FALSE
_reedy,"['greedy', 'preedy']",,greedy preedy,,,,,FALSE
s_eepy,"['sleepy', 'steepy', 'sheepy', 'sweepy']",,sleepy steepy sheepy sweepy,,,,,FALSE
slee_y,"['sleepy', 'sleety', 'sleeky']",,sleepy sleety sleeky,,,,,FALSE
sali_a,"['saliva', 'salina']",,saliva salina,,,,,FALSE
g_etto,"['ghetto', 'gretto']",,ghetto gretto,,,,,FALSE
rese_t,"['resent', 'resect', 'reseat']",,resent resect reseat,,,,,FALSE
resen_,"['resent', 'resend']",,resent resend,,,,,FALSE
_etort,"['retort', 'detort']",,retort detort,,,,,FALSE
_eggar,"['beggar', 'seggar']",,beggar seggar,,,,,FALSE
c_stic,"['cystic', 'cistic']",,cystic cistic,,,,,FALSE
cysti_,"['cystic', 'cystid', 'cystis']",,cystic cystid cystis,,,,,FALSE
im_ure,"['impure', 'immure']",,impure immure,,,,,FALSE
imp_re,"['impure', 'impire']",,impure impire,,,,,FALSE
impu_e,"['impure', 'impute', 'impune']",,impure impute impune,,,,,FALSE
yon_er,"['yonder', 'yonker']",,yonder yonker,,,,,FALSE
_acate,"['vacate', 'pacate']",,vacate pacate,,,,,FALSE
e_rich,"['enrich', 'elrich']",,enrich elrich,,,,,FALSE
_horal,"['choral', 'thoral']",,choral thoral,,,,,FALSE
p_ling,"['piling', 'poling', 'paling', 'puling']",,piling poling paling puling,,,,,FALSE
d_aper,"['draper', 'diaper']",,draper diaper,,,,,FALSE
drape_,"['draper', 'drapet']",,draper drapet,,,,,FALSE
s_rode,"['strode', 'scrode']",,strode scrode,,,,,FALSE
str_de,"['strode', 'stride', 'strude']",,strode stride strude,,,,,FALSE
_racer,"['tracer', 'bracer']",,tracer bracer,,,,,FALSE
_nlist,"['enlist', 'inlist']",,enlist inlist,,,,,FALSE
en_ist,"['enlist', 'enmist']",,enlist enmist,,,,,FALSE
avowe_,"['avowed', 'avower']",,avowed avower,,,,,FALSE
si_ing,"['siding', 'sizing', 'siling']",,siding sizing siling,,,,,FALSE
_ayman,"['layman', 'cayman', 'bayman', 'sayman']",,layman cayman bayman sayman,,,,,FALSE
_avior,"['savior', 'havior', 'pavior']",,savior havior pavior,,,,,FALSE
r_ctal,"['rectal', 'rictal']",,rectal rictal,,,,,FALSE
genia_,"['genial', 'genian']",,genial genian,,,,,FALSE
mor_on,"['mormon', 'morion']",,mormon morion,,,,,FALSE
_ocker,"['locker', 'rocker', 'cocker', 'mocker']",,locker rocker cocker mocker,,,,,FALSE
l_cker,"['locker', 'licker', 'lacker']",,locker licker lacker,,,,,FALSE
lo_ker,"['locker', 'looker']",,locker looker,,,,,FALSE
locke_,"['locker', 'locket', 'locken']",,locker locket locken,,,,,FALSE
_mbark,"['embark', 'imbark']",,embark imbark,,,,,FALSE
em_ark,"['embark', 'empark']",,embark empark,,,,,FALSE
emba_k,"['embark', 'embank']",,embark embank,,,,,FALSE
obli_e,"['oblige', 'oblite']",,oblige oblite,,,,,FALSE
troph_,"['trophy', 'trophi']",,trophy trophi,,,,,FALSE
scri_e,"['scribe', 'scrine']",,scribe scrine,,,,,FALSE
_later,"['slater', 'plater', 'elater']",,slater plater elater,,,,,FALSE
s_ater,"['slater', 'skater', 'stater']",,slater skater stater,,,,,FALSE
sla_er,"['slater', 'slayer', 'slaver']",,slater slayer slaver,,,,,FALSE
_actic,"['lactic', 'tactic']",,lactic tactic,,,,,FALSE
lac_ic,"['lactic', 'laccic']",,lactic laccic,,,,,FALSE
lacti_,"['lactic', 'lactim', 'lactin']",,lactic lactim lactin,,,,,FALSE
_erily,"['verily', 'eerily']",,verily eerily,,,,,FALSE
_illet,"['millet', 'fillet', 'billet', 'willet', 'rillet', 'oillet']",,millet fillet billet willet rillet oillet,,,,,FALSE
m_llet,"['millet', 'mallet', 'mullet']",,millet mallet mullet,,,,,FALSE
_anine,"['canine', 'ranine']",,canine ranine,,,,,FALSE
c_nine,"['canine', 'conine']",,canine conine,,,,,FALSE
_ustre,"['lustre', 'sustre']",,lustre sustre,,,,,FALSE
wan_on,"['wanton', 'wanion']",,wanton wanion,,,,,FALSE
_ustic,"['rustic', 'fustic', 'lustic']",,rustic fustic lustic,,,,,FALSE
mutin_,"['mutiny', 'muting', 'mutine']",,mutiny muting mutine,,,,,FALSE
_asher,"['washer', 'dasher', 'lasher', 'masher', 'rasher']",,washer dasher lasher masher rasher,,,,,FALSE
w_sher,"['washer', 'wisher']",,washer wisher,,,,,FALSE
was_er,"['washer', 'waster']",,washer waster,,,,,FALSE
_avish,"['lavish', 'ravish']",,lavish ravish,,,,,FALSE
la_ish,"['lavish', 'latish', 'lamish']",,lavish latish lamish,,,,,FALSE
p_ppet,"['puppet', 'poppet']",,puppet poppet,,,,,FALSE
pu_pet,"['puppet', 'pumpet']",,puppet pumpet,,,,,FALSE
_illed,"['billed', 'milled', 'pilled']",,billed milled pilled,,,,,FALSE
b_lled,"['billed', 'belled', 'bulled']",,billed belled bulled,,,,,FALSE
bille_,"['billed', 'billet']",,billed billet,,,,,FALSE
lione_,"['lionel', 'lionet']",,lionel lionet,,,,,FALSE
_edded,"['bedded', 'wedded']",,bedded wedded,,,,,FALSE
_njoin,"['enjoin', 'injoin', 'unjoin']",,enjoin injoin unjoin,,,,,FALSE
s_erry,"['sherry', 'skerry']",,sherry skerry,,,,,FALSE
indig_,"['indigo', 'indign']",,indigo indign,,,,,FALSE
br_ton,"['breton', 'briton']",,breton briton,,,,,FALSE
bre_on,"['breton', 'brehon']",,breton brehon,,,,,FALSE
ma_her,"['mather', 'masher']",,mather masher,,,,,FALSE
mathe_,"['mather', 'mathes']",,mather mathes,,,,,FALSE
l_gged,"['legged', 'logged']",,legged logged,,,,,FALSE
g_rnet,"['garnet', 'gurnet']",,garnet gurnet,,,,,FALSE
ga_net,"['garnet', 'gannet']",,garnet gannet,,,,,FALSE
gar_et,"['garnet', 'garret', 'garget']",,garnet garret garget,,,,,FALSE
garne_,"['garnet', 'garner']",,garnet garner,,,,,FALSE
ven_er,"['veneer', 'venter', 'vender', 'venger']",,veneer venter vender venger,,,,,FALSE
wi_ful,"['wilful', 'witful']",,wilful witful,,,,,FALSE
_urrow,"['furrow', 'burrow', 'surrow']",,furrow burrow surrow,,,,,FALSE
f_rrow,"['furrow', 'farrow']",,furrow farrow,,,,,FALSE
_amson,"['samson', 'damson', 'ramson']",,samson damson ramson,,,,,FALSE
_nroll,"['enroll', 'unroll', 'inroll']",,enroll unroll inroll,,,,,FALSE
_ipple,"['ripple', 'nipple', 'tipple', 'sipple', 'fipple']",,ripple nipple tipple sipple fipple,,,,,FALSE
ri_ple,"['ripple', 'rimple']",,ripple rimple,,,,,FALSE
rippl_,"['ripple', 'ripply']",,ripple ripply,,,,,FALSE
ma_ron,"['matron', 'marron', 'macron']",,matron marron macron,,,,,FALSE
vei_ed,"['veiled', 'veined']",,veiled veined,,,,,FALSE
case_n,"['casein', 'casern']",,casein casern,,,,,FALSE
casei_,"['casein', 'caseic']",,casein caseic,,,,,FALSE
spe_ce,"['spence', 'speece']",,spence speece,,,,,FALSE
_acker,"['packer', 'hacker', 'backer', 'racker', 'sacker', 'tacker', 'lacker', 'nacker']",,packer hacker backer racker sacker tacker lacker nacker,,,,,FALSE
p_cker,"['packer', 'picker', 'pucker', 'pecker']",,packer picker pucker pecker,,,,,FALSE
_orrid,"['horrid', 'torrid']",,horrid torrid,,,,,FALSE
gl_ver,"['glover', 'glaver']",,glover glaver,,,,,FALSE
glo_er,"['glover', 'glower', 'gloser', 'glozer']",,glover glower gloser glozer,,,,,FALSE
_rassy,"['grassy', 'brassy']",,grassy brassy,,,,,FALSE
g_assy,"['grassy', 'glassy']",,grassy glassy,,,,,FALSE
_aller,"['waller', 'caller', 'faller']",,waller caller faller,,,,,FALSE
w_ller,"['waller', 'willer']",,waller willer,,,,,FALSE
wa_ler,"['waller', 'wailer']",,waller wailer,,,,,FALSE
walle_,"['waller', 'wallet']",,waller wallet,,,,,FALSE
_alcon,"['falcon', 'balcon']",,falcon balcon,,,,,FALSE
thr_ng,"['throng', 'thring']",,throng thring,,,,,FALSE
s_rove,"['strove', 'shrove']",,strove shrove,,,,,FALSE
li_ger,"['linger', 'ligger', 'lieger']",,linger ligger lieger,,,,,FALSE
linge_,"['linger', 'lingel', 'linget']",,linger lingel linget,,,,,FALSE
_arver,"['carver', 'marver']",,carver marver,,,,,FALSE
ca_ver,"['carver', 'calver']",,carver calver,,,,,FALSE
carve_,"['carver', 'carvel', 'carven']",,carver carvel carven,,,,,FALSE
p_ddle,"['paddle', 'puddle', 'peddle', 'piddle']",,paddle puddle peddle piddle,,,,,FALSE
d_plex,"['duplex', 'diplex']",,duplex diplex,,,,,FALSE
g_rner,"['garner', 'gerner']",,garner gerner,,,,,FALSE
ga_ner,"['garner', 'gainer']",,garner gainer,,,,,FALSE
gar_er,"['garner', 'garter']",,garner garter,,,,,FALSE
_avine,"['ravine', 'savine']",,ravine savine,,,,,FALSE
ra_ine,"['ravine', 'rapine', 'ranine']",,ravine rapine ranine,,,,,FALSE
ravin_,"['ravine', 'raving']",,ravine raving,,,,,FALSE
re_ine,"['refine', 'repine']",,refine repine,,,,,FALSE
refin_,"['refine', 'refind']",,refine refind,,,,,FALSE
s_nnet,"['sonnet', 'sennet', 'sinnet']",,sonnet sennet sinnet,,,,,FALSE
sol_er,"['solder', 'solver']",,solder solver,,,,,FALSE
r_bble,"['rubble', 'rabble']",,rubble rabble,,,,,FALSE
ru_ble,"['rubble', 'rumble']",,rubble rumble,,,,,FALSE
rubbl_,"['rubble', 'rubbly']",,rubble rubbly,,,,,FALSE
_ickle,"['sickle', 'pickle', 'fickle', 'tickle', 'mickle', 'nickle']",,sickle pickle fickle tickle mickle nickle,,,,,FALSE
s_ckle,"['sickle', 'suckle']",,sickle suckle,,,,,FALSE
sickl_,"['sickle', 'sickly']",,sickle sickly,,,,,FALSE
r_bate,"['rebate', 'rabate']",,rebate rabate,,,,,FALSE
rebat_,"['rebate', 'rebato']",,rebate rebato,,,,,FALSE
t_ster,"['tester', 'taster']",,tester taster,,,,,FALSE
te_ter,"['tester', 'teeter', 'tetter', 'tenter']",,tester teeter tetter tenter,,,,,FALSE
teste_,"['tester', 'testes']",,tester testes,,,,,FALSE
fl_shy,"['fleshy', 'flashy']",,fleshy flashy,,,,,FALSE
un_one,"['undone', 'unbone']",,undone unbone,,,,,FALSE
und_ne,"['undone', 'undine']",,undone undine,,,,,FALSE
ca_tor,"['castor', 'cantor', 'captor']",,castor cantor captor,,,,,FALSE
cast_r,"['castor', 'caster']",,castor caster,,,,,FALSE
_nfold,"['unfold', 'enfold', 'infold']",,unfold enfold infold,,,,,FALSE
un_old,"['unfold', 'untold', 'unmold', 'unhold']",,unfold untold unmold unhold,,,,,FALSE
strun_,"['strung', 'strunt']",,strung strunt,,,,,FALSE
schis_,"['schist', 'schism']",,schist schism,,,,,FALSE
_rance,"['trance', 'prance']",,trance prance,,,,,FALSE
tran_e,"['trance', 'transe']",,trance transe,,,,,FALSE
r_ttle,"['rattle', 'ruttle']",,rattle ruttle,,,,,FALSE
her_es,"['herpes', 'hermes']",,herpes hermes,,,,,FALSE
bat_er,"['batter', 'bather']",,batter bather,,,,,FALSE
batte_,"['batter', 'batten', 'battel']",,batter batten battel,,,,,FALSE
t_rret,"['turret', 'terret']",,turret terret,,,,,FALSE
turre_,"['turret', 'turrel']",,turret turrel,,,,,FALSE
_llude,"['allude', 'illude']",,allude illude,,,,,FALSE
a_lude,"['allude', 'ablude']",,allude ablude,,,,,FALSE
allu_e,"['allude', 'allure']",,allude allure,,,,,FALSE
_stray,"['astray', 'estray']",,astray estray,,,,,FALSE
astra_,"['astray', 'astral']",,astray astral,,,,,FALSE
_athos,"['pathos', 'bathos']",,pathos bathos,,,,,FALSE
d_cker,"['decker', 'dicker', 'ducker']",,decker dicker ducker,,,,,FALSE
decke_,"['decker', 'deckel']",,decker deckel,,,,,FALSE
mi_ter,"['mister', 'minter', 'milter']",,mister minter milter,,,,,FALSE
su_ken,"['sunken', 'sucken']",,sunken sucken,,,,,FALSE
gra_ed,"['grated', 'graced']",,grated graced,,,,,FALSE
grate_,"['grated', 'grater']",,grated grater,,,,,FALSE
boo_ed,"['booked', 'booted']",,booked booted,,,,,FALSE
booke_,"['booked', 'booker']",,booked booker,,,,,FALSE
moi_ty,"['moiety', 'moisty']",,moiety moisty,,,,,FALSE
octa_e,"['octave', 'octane']",,octave octane,,,,,FALSE
octav_,"['octave', 'octavo']",,octave octavo,,,,,FALSE
m_zzle,"['muzzle', 'mizzle']",,muzzle mizzle,,,,,FALSE
an_led,"['angled', 'ankled']",,angled ankled,,,,,FALSE
angle_,"['angled', 'angler']",,angled angler,,,,,FALSE
_ivery,"['livery', 'rivery']",,livery rivery,,,,,FALSE
l_very,"['livery', 'lovery']",,livery lovery,,,,,FALSE
_allow,"['fallow', 'tallow', 'sallow', 'wallow', 'callow', 'mallow', 'hallow', 'gallow', 'ballow']",,fallow tallow sallow wallow callow mallow hallow gallow ballow,,,,,FALSE
